Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
skin-rejuvenating-night-cream-8-8lb-size-8-8lbskin-rejuvenating-night-cream-8-8lbnight-cream-3,,,,,,,,25lbs,,,,,,,deny,manual,225.00,,true,true,,,,
skin-rejuvenating-night-cream-8-8lb-size-8-8lbskin-rejuvenating-night-cream-8-8lbnight-cream-3,,,,,,,,8.8lbs,,,,,,,deny,manual,125.00,,true,true,,,,
passion-fruit-face-neck-cream-8-8lb-size-8-8lbpassion-fruit-face-neck-cream-8-8lbpassion-fruit-face-neck-cream-3,Passion Fruit Face & Neck Cream,"<p>Our Passion Fruit Face and Neck Cream is made for normal to sensitive skin to:</p>
<ol>
<li>Moisturize face and neck skin;</li>
<li>Tone face and neck skin;</li>
<li>Reduce the appearance of sagging, wrinkled-skin;</li>
<li>Protect face and neck skin from environmental stressors.</li>
</ol>
<p><strong>Ingredients: </strong><span class=""bodyitalic1"">Aloe Barbadensis, (Aloe leaf gel)</span>, Butyrospermum Parkii (SheaButter), Passiflora Incarnata (Passion fruit) oil, Mangifera Indica (Mango Butter) Seed Oil, Olea Europaea (Olive) Oil, Prunus Dulcis (Almond) Oil, Persea Gratissima (Avocado) Oil, Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Capric/Caprilic Triglycerides, Vegetable Glycerin, Stearic Acid, Glyceryl Stearate, Cetyl Alcohol, Aloe Barbadensis (Aloe) Leaf Juice, Tocopherol (Vitamin E),</p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,295.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/passion-fruit-face-neck-cream-1.jpg,1,Passion Fruit Face & Neck Cream,active
passion-fruit-face-neck-cream-8-8lb-size-8-8lbpassion-fruit-face-neck-cream-8-8lbpassion-fruit-face-neck-cream-3,,,,,,,,25lbs,,,,,,,deny,manual,185.00,,true,true,,,,
passion-fruit-face-neck-cream-8-8lb-size-8-8lbpassion-fruit-face-neck-cream-8-8lbpassion-fruit-face-neck-cream-3,,,,,,,,8.8lbs,,,,,,,deny,manual,95.00,,true,true,,,,
willow-bark-acne-face-cream,Willow Bark Acne Face Cream,"<p><span lang=""EN"">Our Willow Bark Acne-Face Cream:</span></p>
<ol>
<li>Is very light and made with ayurvedic neem oil and the natural Salicylic Acid<span lang=""EN""> derived from the bark of Willow tree;</span></li>
<li><span lang=""EN""> It is an effective preparation for the treatment of acne.</span></li>
</ol>
<p><span lang=""EN"">You may also market the cream for psoriasis, calluses, corns, Keratosis Pillaris and Warts. This is essential because the Salicylic Acid works as both a keratolytic and Comedolytic agent by causing the cells of the epidermis to shed more readily, opening clogged pores and neutralizing bacteria within, preventing pores from clogging up again by constricting pore diameter and allowing room for new cell growth. </span><span lang=""EN"">Salicylic acid is known for its ability to ease aches and pains and reduce fevers. These medicinal properties, particularly fever relief, have been known since ancient times, and it was used as an anti-inflammatory drug.</span></p>
<p><span lang=""EN""> Some researchers believe that salicylate is an essential micronutrient in the human diet, potentially qualifying as a vitamin,, namely Vitamin S. This shows that it is a natural and needed element in our body upkeep.</span></p>
<p><strong><span lang=""EN"">Ingredients: </span></strong><span lang=""EN"">De-Ionized Water, Emulsifying Wax NF, Stearic Acid, Salicylic Acid (Willow Bark) Extract, Cetyl Alcohol, Azadirachta Indica (Neem) Seed Oil, Spiraea Ulmira (Meadowsweet) Extract, Chamomilla Recutita (Chamomile) Extract, Tocopherol Extract</span></p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Spas & Salons",true,Size,8.8lbs,,,,,,,deny,manual,95.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/willow-bark-acne-face-cream-1.jpg,1,Willow Bark Acne Face Cream,active
willow-bark-acne-face-cream,,,,,,,,25lbs,,,,,,,deny,manual,210.00,,true,true,,,,
willow-bark-acne-face-cream,,,,,,,,50lbs,,,,,,,deny,manual,300.00,,true,true,,,,
tropical-body-oil-with-argan,Tropical Body oil with Argan,"<p>Our Tropical Body oil is an amazing salve for body massaging and lubricating to provide:</p>
<ol>
<li>Relief against aching and sore muscles;</li>
<li>Deep skin moisturizing without greasy feel;</li>
<li>Reduced dryness for a softer, silky skin conditions.</li>
</ol>
<p><strong>The Direction for Use</strong>: Apply and rub into the body as often as desired or needed.</p>
<p><strong>Ingredients</strong>: Carthamus Tinctorius (Safflower seed oil), Capric/Caprillic Triglycerides oil, Simmondsia Chinesis Seed oil (Jojoba), Olea Europaea oil (Olive oil), Argania Spinosa (Argan) Kernel oil, Prunus Amygdalus Dulcis (Sweet Almond oil), Brassica Oleracea Italica (Broccoli) Seed oil, Butyrospermum Parkii (Shea Butter), Vitis vinifera (Grape) Seed oil, Tocopherol Acetate,(Vitamin E), Theobroma Cacao (Cocoa) Seed Butter</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,225.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/tropical-body-oil-with-argan_50-1.jpg,1,Tropical Body oil with Argan,active
tropical-body-oil-with-argan,,,,,,,,25lbs,,,,,,,deny,manual,145.00,,true,true,,,,
tropical-body-oil-with-argan,,,,,,,,Gallon,,,,,,,deny,manual,70.00,,true,true,,,,
shea-butter-massage-body-oil,Shea Butter Massage & Body Oil,"<p>Shea &#8220;All Naturals&#8221; <strong>Shea Butter Massage Oil</strong> has an incredibly smooth glide, is not greasy, and readily absorbs into the skin. Getting your partner or therapist to massage you with our minted massage oil will provide you with comfort from aching and sore muscles. It washes out easily and will not stain your clothing.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>For body moisturizing and massaging;</li>
<li>Provides relief against aching, sore muscles and feet;</li>
<li>Reduces discomfort from symptoms of eczema and psoriasis.</li>
</ol>
<p><strong>The Direction of Use</strong>: Apply and rub into the body as often as desired or needed.</p>
<p><strong>Note:</strong> Avoid contact with eyes.</p>
<p><strong>Ingredients</strong>: Carthamus Tinctorius, Capric/Caprylic Triglycerides Oil, Simmondsia Chinensis Seed Oil, Olea Europaea Oil, Butyrospermum Parkii, Citrus Grandis (Grapefruit) Seed Oil, Tocopherol Acetate,(Vitamin E), Mentha Piperita Oil.</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,300.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-massage-body-oil2.jpg,1,Shea Butter Massage & Body Oil,active
shea-butter-massage-body-oil,,,,,,,,25lbs,,,,,,,deny,manual,175.00,,true,true,,,,
shea-butter-massage-body-oil,,,,,,,,Gallon,,,,,,,deny,manual,85.00,,true,true,,,,
shea-cocoa-butter-base-lotion,Shea & Cocoa Butter Base Lotion,"<p>Our Shea+Cocoa Butter Lotion is rich with essential vitamins and healing oils to:</p>
<ol>
<li>Moisturize dry, patchy skin;</li>
<li>Keep skin silky soft;</li>
<li>Reduce frequency of after-hand washing moisturizing by chefs, mothers, medical &amp; allied health professions and <span lang=""EN"">all others who constantly dip their hands in the water. </span></li>
</ol>
<p><strong><span lang=""EN"">The Direction for Use: </span></strong><span lang=""EN"">Wash hands/skin. Dry and apply lotion. </span></p>
<p><strong><span lang=""EN"">INCI ingredients:</span></strong> De-Ionized Water, Helliantus Annuus (Sunflower) Seed oil, Soja Hispida (Soya Bean) oil, Theobroma Cacao (Cocoa) Seed Butter Capric/Capryllic Triglicerides, Emulsifying Wax NF, Stearic Acid, Butyrospermum Parkii (Shea Butter), Aloe Barbadensis (Aloe) Leaf Juice,Vitamin A, B, C, E, Camellia Sinensis (Japanese Green Tea) Leaf Extract, Cetyl Alcohol, Glyceryl Monostearate, Carbomer</p>",All Naturals Cosmetics,Bulk-Bath & Body,Bulk-Bath & Body,true,Size,50lbs,,,,,,,deny,manual,245.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-cocoa-butter-base-lotion_25.jpg,1,Shea & Cocoa Butter Base Lotion,active
shea-cocoa-butter-base-lotion,,,,,,,,25lbs,,,,,,,deny,manual,155.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bulk-bath-amp-body/Shea-Cocoa-Butter-Base-Lotion_50.jpg,2,Shea & Cocoa Butter Base Lotion,
shea-cocoa-butter-base-lotion,,,,,,,,Gallon,,,,,,,deny,manual,75.00,,true,true,,,,
shea-butter-moisturizer,Shea Butter Moisturizer,"<p>Shea &#8220;All Naturals&#8221; Shea Butter Moisturizer has been helping Canadian families since 2002. It is rich in Organic Shea Butter, Cocoa Butter and as such loaded naturally with essential vitamins and fatty acids to improve skin condition from dry, patchy, flaky to well moistured, healthy skin! Many users of our Shea Butter Moisturizer testified to improved skin conditions. Why not try it for yourself?</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Deeply softens and replenishes lost moisture;</li>
<li>Relieves dry, itchy, patchy skin conditions without leaving film, greasiness, or residue;</li>
<li>Reduces the appearance of patchy, uneven skin conditions.</li>
</ol>
<p>The product is safe for use by the whole family including men and babies.</p>
<p><strong>Skin Conditions:</strong> Normal, Dry, Oily, extremely dry, scaly, flaky, chapped, eczema, symptoms of psoriasis</p>
<p><strong>Texture: </strong>Creamy</p>
<p><strong>Aroma: Floral Knowing</strong></p>
<p><strong>What it does not contain:</strong> Parabens, Hexanes, harmful preservatives, silicone</p>
<p><strong>The Direction of Use</strong>: Wash with Shea Butter Body Wash or another cleanser of your preference. Rinse well and pat dry. Rub Shea Butter Moisturizer into the skin. It can be used day or night times, in all seasons or weather conditions.</p>
<p><strong>Ingredients</strong>:  Aqua(De-ionized Water),<span lang=""EN""> Butyrospermum Parkii (Shea) Butter, Theobroma Cocao (Cocoa) Butter, Vegetable Glycerine, Emulsifying wax NF, Stearate Acid, Cetyl Alcohol, Aqua (and) Sodium Benzoate (and) Potassium Sorbate, Aroma.</span></p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,210.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-moisturizer_50.jpg,1,Shea Butter Moisturizer,active
shea-butter-moisturizer,,,,,,,,25lbs,,,,,,,deny,manual,125.00,,true,true,,,,
shea-butter-moisturizer,,,,,,,,Gallon,,,,,,,deny,manual,75.00,,true,true,,,,
shea-butter-body-wash,Shea Butter Body Wash,"<p>Our Shea Butter Body Wash is a gentle, non-irritating cleanser made with 100% African Black soap, 100% Organic Shea Butter, Grapeseed Oil, and Aloe Vera. It sustains healthy normal skin and gently caresses the dry and delicate skin, lifting off dirt and impurities to reveal radiantly beautiful and glowing skin. The added Olive and Coconut Oil derived ingredients infuse additional moisture to keep skin healthy.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Deeply cleanses skin without drying;</li>
<li>Moisturizes and improves skin radiance and glow.</li>
</ol>
<p><strong>Skin Type: </strong>All skin colors</p>
<p><strong>Skin Condition:</strong> Normal, oily, dry, uneven toned, with psoriasis, eczema, acne, etc.</p>
<p><strong>Product Texture: </strong>Honey-like</p>
<p><strong>Aroma:</strong> Grapefruit</p>
<p><strong>What it does not contain: </strong>No paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten.</p>
<p><strong>INCI Ingredients: </strong>De-ionized water, African Black soap,  Potassium Cocoate (Coconut derived), Potassium Olivate (Olive), Butyrospermum Parkii (Shea Butter), Aloe Barbedensis Leaf Juice, Vegetable Glycerin, Hydroxypropyl Cellulose, Grape Seed Oil, Grapefruit Seed oil (Essential oil)</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,210.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-body-wash_50.jpg,1,Shea Butter Body Wash,active
shea-butter-body-wash,,,,,,,,25lbs,,,,,,,deny,manual,120.00,,true,true,,,,
shea-butter-body-wash,,,,,,,,Gallon,,,,,,,deny,manual,65.00,,true,true,,,,
shea-butter-with-olive-oil,Shea Butter With Olive Oil,"<p>Our Shea Butter with Olive Oil has 4 amazing ingredients- <strong>Shea Butter, Olive Oil, Aloe Vera, and Lemongrass</strong> and each ingredient has its unique purpose! Olive Oil to combat excessive dry skin, Lemongrass to repel mosquitoes especially during those summer months, Aloe Vera to provide softening properties to those very hard callouses, and the Shea Butter with its vitamins and essential fatty acids, to replenish, revive and renew your skin. This product will soothe, moisturize, protect and safeguard your skin against environmental elements.  Our Shea Butter is ethically sourced and sustainably produced, and designed to support most skin needs.</p>
<p><strong> Purpose:</strong> For hair, scalp, and skin moisturizing</p>
<p><strong>Skin Conditions:</strong> Normal, dry, oily</p>
<p><strong>Aroma:</strong> Lemongrass essential oil</p>
<p><strong>Product Texture:</strong> Buttery</p>
<p><strong>What it does not contain:</strong> Parabens, solvents, harmful preservatives, mineral oil, paraffin, petrolatum, silicones, and fillers.</p>
<p><strong>The Direction of Use</strong>: After hand or body washing, rub between the palms and apply on the skin. This product can be used day and night time.<br />
<strong><br />
Ingredients</strong>: 100% unrefined, unbleached, Organic Shea Butter, Olive oil, Lemongrass, and Aloe Vera. The color of this product may vary from creamy ivory to light yellow due to the time of harvest.</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,300.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-with-olive-oil_50.jpg,1,Shea Butter With Olive Oil,active
shea-butter-with-olive-oil,,,,,,,,25lbs,,,,,,,deny,manual,175.00,,true,true,,,,
shea-butter-with-olive-oil,,,,,,,,8.8lbs,,,,,,,deny,manual,75.00,,true,true,,,,
neem-oil-shower-gel,Neem oil Shower Gel,"<p>Washing with our Neem oil shower gel will:</p>
<ol>
<li><span lang=""EN"">Keep your skin clean and vibrant;</span></li>
<li><span lang=""EN"">Reduce appearance of blemishes (Neem is traditionally used for relieving acne and other skin blemishes);</span></li>
<li><span lang=""EN"">Provide some moisturize and healing for a clearer skin.</span></li>
</ol>
<p><strong>Note: </strong></p>
<ul>
<li><span lang=""EN"">The Neem oil shower gel contains no Sodium Laureth Sulphate (SLES), Sodium Lauryl Sulphates (SLS) and Parabens</span></li>
<li><span lang=""EN"">It amazingly repels mosquitoes</span></li>
</ul>
<p><strong>The Directions for Use:</strong> Wet sponge, add Neem oil Shower Gel to the sponge. Wash skin with sponge. Rinse well and pat skin dry. Complete grooming with your favourite lotion/butter/moisturizer.</p>
<p><strong>Ingredients: </strong></p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,195.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/neem-oil-shower-gel_50.jpg,1,Neem oil Shower Gel,active
neem-oil-shower-gel,,,,,,,,25lbs,,,,,,,deny,manual,125.00,,true,true,,,,
neem-oil-shower-gel,,,,,,,,Gallon,,,,,,,deny,manual,75.00,,true,true,,,,
hemp-oil-lotion,Hemp Oil Lotion,"<p>Our Hemp oil lotion boasts of Hemp oil, Grape Seed, Sweet Almond  that are cold pressed to retain their minerals, vitamins and essential fatty acids. This rich lotion:</p>
<ol>
<li>Conditions and replenishes the skin;</li>
<li>Assists in correcting annoying problematic skin conditions such as symptoms of psoriasis and eczema;</li>
<li>Deeply moisturizes the skin.</li>
</ol>
<p><strong>The Direction for Use: </strong>Wash with our Hemp Seed Body Wash. Pat skin dry and complete grooming with the Hemp oil Lotion.</p>
<p><strong>Ingredients:</strong> De-Ionized Water, Cannabis Sativa (Hemp Seed) Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Helliantus Annuus (Sunflower) Seed Oil, Capric/Capryllic Triglicerides, Azadirachta Indica (Neem) Seed oil,  Emulsifying Wax NF, Vegetable Glycerin, Stearic Acid, Butyrospermym Parkii (Shea Butter), Aloe Barbadensis (Aloe) Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Tocopherol (Vitamin E), Camellia Sinensis (Japanese Green Tea) Leaf Extract, Cetyl Alchol (Fatty Acid), Glyceryl Monostearate, Orange-five aroma</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,250.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/hemp-oil-lotion_50.jpg,1,Hemp Oil Lotion,active
hemp-oil-lotion,,,,,,,,25lbs,,,,,,,deny,manual,145.00,,true,true,,,,
hemp-oil-lotion,,,,,,,,Gallon,,,,,,,deny,manual,75.00,,true,true,,,,
hemp-oil-body-wash,Hemp oil Body Wash,"<p>Our Hemp Seed Body Wash is a mild, creamy body wash with Hemp seed oil to:</p>
<ol>
<li>Deeply cleanse your skin without leaving film/residue;</li>
<li>Keep your skin energetic all day long;</li>
<li>Restore lost body moisture and invigorate your skin.</li>
</ol>
<p><strong>Hempseed oil</strong> is pressed from the seed of the hemp (cannabis) plant irrespective of the strain of cannabis. Cold pressed, unrefined hemp oil is dark to clear light green in color, with a pleasant nutty flavor. The darker the color, the grassier the flavour.</p>
<p><strong>Ingredients: </strong>De-ionized Water, (and) Sodium Lauroyl Methyl Isethionate (and) Cocamidopropyl Betaine (and) Sodium Cocoyl Isethionate (and) Sodium Methyl Oleoyl Taurate (and) Trisodium Ethylenediamine Disuccinate, Cannabis Sativa (Hemp) Seed oil, Potassium Cocoate (Coconut), Potassium Olivate (Olive), Shea Butter, Aloe Vera Leaf Juice, Vegetable Glycerin, Hydroxypropyl Cellulose, Grapefruit essential oil</p>",All Naturals Cosmetics,Bulk-Bath & Body,Bulk-Bath & Body,true,Size,50lbs,,,,,,,deny,manual,220.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/hemp-oil-body-wash_25-1.jpg,1,Hemp oil Body Wash,active
hemp-oil-body-wash,,,,,,,,25lbs,,,,,,,deny,manual,145.00,,true,true,,,,
hemp-oil-body-wash,,,,,,,,Gallon,,,,,,,deny,manual,75.00,,true,true,,,,
kukui-body-butter,KuKui Body Butter,"<p>A premium creamy butter that:</p>
<ol>
<li>Deeply moisturizes your skin without leaving any white film;</li>
<li>Reduces the appearance of dry, patchy skin, callouses, rough hands, golfer’s syndrome, rough heels, stretch mark prevention and gardening syndrome;</li>
<li>Supports sensitive skin care regimen.</li>
</ol>
<p><strong>Ingredients:  </strong>Deionized Water, Helianthus Annuus (Sunflower) Seed oil, Kukui oil, Cannabis Sativa (Hemp Seed) oil, Olea Europaea (Olive) Fruit oil, Cocos Nucifera (Coconut) oil, Caprylic/Capric Triglyceride, Polyglyceryl-3 Stearate, Sodium Stearoyl Lactylate, Glycerine (Vegetable), Symphytum Officinale (Comfrey) Extract, Butyrospermum Parkii (Shea Butter), Vitis Vinifera (Grape) Seed Extract, Glyceryl Caprylate, Citrus Grandis (Grapefruit) Seed Extract, Tocopherol (Vitamin E)</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,225.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/kukui-body-butter_25.jpg,1,KuKui Body Butter,active
kukui-body-butter,,,,,,,,25lbs,,,,,,,deny,manual,125.00,,true,true,,,,
kukui-body-butter,,,,,,,,8.8lbs,,,,,,,deny,manual,75.00,,true,true,,,,
high-end-luxurious-lotion,High-End Luxurious Lotion,"<p>Our premium high-end luxurious lotion is formulated with anti-oxidants and botanical to:</p>
<ol>
<li>Nourish and retain skin&#8217;s youthfulness;</li>
<li>To protect the skin from free radicals;</li>
<li>Keep your skin supple and healthy! <em>Need we say more</em>?</li>
</ol>
<p><strong>The Direction for Use: </strong>Apply after washing the skin and use as often as desired.</p>
<p><strong>Ingredients:</strong> De-Ionized Water, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Organic Butyrospermum Parkii (Shea Butter), Helliantus Annuus (Sunflower) Seed Oil, Persea Gratissima (Avocado) Oil, Capric/Capryllic Triglicerides, Emulsifying Wax NF, Vegetable Glycerin, Stearic Acid, Aloe Barbadensis (Aloe) Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Silk Amino Acids, Tocopherol (Vitamin E), Camellia Sinensis (Japanese Green Tea) Leaf Extract, Cetyl Alchol (Fatty Acid), Glyceryl Monostearate, , Sorbitol, Methyl Cellulose</p>",All Naturals Cosmetics,Bulk-Bath & Body,Bulk-Bath & Body,true,Size,50lbs,,,,,,,deny,manual,450.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/high-end-luxurious-lotion.jpg,1,High-End Luxurious Lotion,active
high-end-luxurious-lotion,,,,,,,,25lbs,,,,,,,deny,manual,250.00,,true,true,,,,
high-end-luxurious-lotion,,,,,,,,Gallon,,,,,,,deny,manual,150.00,,true,true,,,,
tea-tree-cream-shave,Tea-Tree Cream Shave,"<p>Made with Tea Tree and other sensitive skin oils, finally there is a shave cream with no alcohol suitable for pre and/or post shave! It provides a clean shave while preventing irritation and other shaving bumps.</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Men",true,Size,8lbs,,,,,,,deny,manual,135.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/tt_shave8.jpg,1,Tea-Tree Cream Shave,active
tea-tree-cream-shave,,,,,,,,50lbs,,,,,,,deny,manual,450.00,,true,true,,,,
tea-tree-cream-shave,,,,,,,,25lbs,,,,,,,deny,manual,315.00,,true,true,,,,
exotic-coconut-body-butter,Exotic Coconut Body Butter,"<p>A light, rich and creamy body butter excellent for the spring/summer skin care. Why subject your skin to petrolatum laden products when your skin can feed on food fit for the gods.</p>",All Naturals Cosmetics,Bulk-Bath & Body,Bulk-Bath & Body,true,Size,8.8lbs,,,,,,,deny,manual,100.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/exotic_25.jpg,1,Exotic Coconut Body Butter,active
exotic-coconut-body-butter,,,,,,,,25lbs,,,,,,,deny,manual,200.00,,true,true,,,,
exotic-coconut-body-butter,,,,,,,,50lbs,,,,,,,deny,manual,400.00,,true,true,,,,
classic-4oz-jar-with-gold-lids,Classic 4oz Jar with Gold Lids,"<p>Size: 4oz/125ml</p>
<p>Quantity: 50 Pieces</p>
<p>Material: HDPE</p>",All Naturals Cosmetics,Jars & Bottles,Jars & Bottles,true,Title,Default Title,,,,,,,deny,manual,75.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/classic-4oz-jar-with-gold-lids.jpg,1,Classic 4oz Jar with Gold Lids,active
4oz-tube-style-bottle-with-cap,4oz Tube Style Bottle with Cap,"<p>Size: 4oz/125ml</p>
<p>Color: Black Bottle with silver cap</p>
<p>Quantity: 50 Pieces</p>
<p>Material: HDPE</p>",All Naturals Cosmetics,Jars & Bottles,Jars & Bottles,true,Title,Default Title,,,,,,,deny,manual,62.25,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/4oz-tube-style-bottle-with-cap.jpg,1,4oz Tube Style Bottle with Cap,active
combo-12-tresses-so-soft,Combo 14- Tresses So Soft,"<p>This combo pack allows you to enjoy our Shea butter hair care products at a cost saving rate. With this pack, you will enjoy our Shea butter shampoo, deep treatment conditioner, leave in conditioner and scalp &amp; hair oil. Why not try it today?</p>
<p>Pack includes one each of:</p>
<ol>
<li>Shea Butter Shampoo- 12oz</li>
<li>Shea Butter Treatment Conditioner- 12oz</li>
<li>Shea Butter Leave-in Conditioner- 12oz</li>
<li>Shea Butter Hair &amp; Scalp oil- 6oz</li>
</ol>",All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,53.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo12.jpg,1,Combo 14- Tresses So Soft,active
combo-11-face-body-love,Combo 11-Face & Body Love,"<p>This combo pack allows you to have both face and body care luxurious products at a cost-saving rate. With this pack, you will enjoy our skin-toning face wash and excellent shower gel. On the moisturizing side, you will be able to choose days to pamper yourself with our organic Shea butter from Ghana or organic Argan oil from Morocco. The choice will be yours! Why not start today?</p>
<p>Pack includes one each of:</p>
<ol>
<li>Face Wash- 8oz</li>
<li>Body Wash- 12oz</li>
<li>100% Pure Shea Butter- 4oz</li>
<li>Organic Argan Oil- 100ml</li>
</ol>",All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,60.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_11.jpg,1,Combo 11-Face & Body Love,active
combo-4-body-so-soft,Combo 4-Body So Soft,"<p>The combo pack allows you to start your day with our body reviving wash and follow through with either our Shea Butter Moisturizer or our Cocoa-Shea Butter. We are happy to provide you with choices and liberate you from being stuck with one type of skin moisturizer. Now your mood can decide daily between a light moisturizing lotion and a heavier butter all at a reduced cost.</p>
<p>Pack includes one each of:</p>
<ol>
<li>Shea Butter Moisturizer- 12oz</li>
<li>Shea Butter Body Wash- 8oz</li>
<li>Cocoa-Shea Butter- 12oz</li>
</ol>",All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,45.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_4-1.jpg,1,Combo 4-Body So Soft,active
cocoa-shea-butter-2,Cocoa-Shea Butter,"<p>Kiss ashy, dry, flaky, and thirsty skin goodbye and welcome a smooth, hydrated complexion with our 100% Cocoa-Shea Butter.  Daily use will bring your skin lasting wellness and suppleness,<strong> visibly improving your skin&#8217;s elasticity and reducing the appearance of stretch marks</strong>. Rub daily all over the body before, during, and after pregnancy to prevent pregnancy-related stretch marks. Product is also recommended for stretch marks associated with weight fluctuations and for general family use.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>For a blemish-free, succulent, glowing complexion;</li>
<li>To reduce the appearance of stretch marks, blemishes, scars, and other unsightly marks;</li>
<li>To support graceful aging by reducing the appearance of lines and wrinkles;</li>
<li>Prevention of stretch marks;</li>
<li>For all-year-round skincare.</li>
</ol>
<p><strong>Skin Conditions:</strong> Extreme dry, scaly, flaky, chapped, eczema, and symptoms of psoriasis.</p>
<p><strong>Product Texture: </strong>Soft buttery</p>
<p><strong>Aroma:</strong> Cocoa Butter</p>
<p><strong>What it does not contain:</strong> No solvent for extraction, preservatives, mineral oil, paraffin, petrolatum.</p>
<p><strong>Direction for Use</strong>: After hand or body washing, rub between the palms and apply on the skin. This product can be used day or night and during all seasons and weather. It is definitely a must in the Fall and Winter Seasons as it shields the skin from the harsh cold weather while depositing essential nutrients including Calcium, Protein, Iron, vitamins A, B, C, D, E, and K into the skin.  It is very light and easy to apply.<strong> </strong></p>
<p><strong>Ingredients:</strong> Organic Shea Butter, Organic Cocoa Butter, Olive oil, Safflower oil, Sweet Almond oil, Grapefruit Seed Oil, Cocoa-butter aroma.</p>
<p>The color of this product may vary slightly from batch to batch due to the time of harvest of Shea Butter.</p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,500.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/cocoa_shea_butter.png,1,Cocoa-Shea Butter,active
cocoa-shea-butter-2,,,,,,,,25lbs,,,,,,,deny,manual,300.00,,true,true,,,,
